#,Team,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,POSS,Year
26,Phoenix Suns,22,6,16,1071,102.5,109.1,-6.6,46.8,1.12,13.5,28.3,72.4,49.7,15.8,48.4,52.8,101.87,44.4,2269.00,2016
29,Dallas Mavericks,21,4,17,1018,98.1,107,-8.8,55,1.44,15.2,23.6,74.3,47.3,13.9,46.9,50.6,92.96,44.5,1972.00,2016
29,Philadelphia 76ers,22,4,18,1076,98.7,108.5,-9.8,61.7,1.29,16.7,27,71.7,49.3,17.5,49.4,52.4,96.96,44.5,2174.00,2016
1,Boston Celtics,25,21,4,1205,107.8,100.6,7.2,60.2,1.59,17.1,27.2,75.7,51.7,14.7,51.9,55.8,96.64,54.3,2429.00,2017
2,Golden State Warriors,25,19,6,1205,114.9,104,10.8,70.1,1.89,21.5,25.3,72.2,51.1,15.9,58.8,62,102.65,57.8,2579.00,2017
3,Houston Rockets,22,18,4,1056,114.2,103,11.2,59,1.46,17.2,25.9,76,51.2,15.8,56,60.1,99.8,54.7,2197.00,2017
4,Cleveland Cavaliers,24,17,7,1157,112.5,109.2,3.4,56.5,1.54,17.2,24.8,72.9,49.9,14.8,55.3,59.5,98.63,52,2378.00,2017
5,San Antonio Spurs,24,16,8,1152,105.6,102,3.6,61.2,1.59,17.6,28.4,74.8,51.7,15.2,50.7,54.5,95.17,53.4,2286.00,2017
6,Toronto Raptors,22,15,7,1056,112.5,105.1,7.4,57,1.63,17.6,26.3,71.6,49.6,14.7,55.4,58.8,99.09,53.5,2181.00,2017
7,Detroit Pistons,23,14,9,1104,107.6,105.8,1.8,56.6,1.53,16.9,27.7,73.3,49.8,15.1,52.3,55.3,97.09,49.1,2234.00,2017
7,Minnesota Timberwolves,25,14,11,1205,109.9,109.4,0.5,57.1,1.62,16.9,29.5,72.7,50.7,14.3,51.6,56.1,97.23,51.1,2440.00,2017
9,Denver Nuggets,23,13,10,1104,108,108.1,-0.1,58.8,1.48,17,31.1,74.2,52,15.9,52.3,55.5,98.91,50.1,2274.00,2017
9,Indiana Pacers,24,13,11,1152,108.8,108.1,0.7,56.1,1.64,17.3,26.5,72.1,49.7,14.2,53.8,56.9,99.9,51,2401.00,2017
9,Philadelphia 76ers,23,13,10,1104,105.6,105.1,0.4,63.7,1.47,17.8,30.7,74.4,52.9,16.9,51.5,54.8,102.65,51.4,2357.00,2017
9,Portland Trail Blazers,24,13,11,1157,104.2,102,2.2,48.6,1.21,13.9,28.8,77,53.1,15.2,49.2,53.8,98.03,51.4,2367.00,2017
9,Utah Jazz,25,13,12,1205,106.7,102.1,4.5,58.4,1.49,16.9,24.2,73.6,48.8,15.3,52.7,56.4,96.38,53,2421.00,2017
9,Washington Wizards,24,13,11,1162,107.2,105.2,2.1,55.9,1.55,16.3,26.9,72.7,49.8,14.2,51,55.3,97.96,51.2,2374.00,2017
15,Milwaukee Bucks,22,12,10,1061,106.6,107.7,-1.1,57.4,1.62,17.4,21.6,70.8,46.4,14.3,53.4,56.8,96.25,49.8,2126.00,2017
15,New Orleans Pelicans,24,12,12,1157,106.8,108,-1.2,63.8,1.62,18.8,24.1,74.1,49.9,15.9,54.4,57.4,101.52,50.5,2447.00,2017
17,Miami Heat,23,11,12,1109,101.9,106,-4.1,56.3,1.29,16,23.5,74.1,48.8,16.4,51.6,54.8,97.51,47.4,2257.00,2017
17,New York Knicks,23,11,12,1104,107,107,0,58.1,1.44,17.3,31.1,73.4,52.7,16.6,51.6,55.2,97.35,50.8,2236.00,2017
17,Oklahoma City Thunder,23,11,12,1104,105.1,101.7,3.5,55.5,1.36,15.8,31.2,72.7,51.1,15.9,50.1,53.4,97.15,51.1,2233.00,2017
20,Orlando Magic,25,10,15,1200,106.4,109.5,-3.1,59.4,1.57,17.5,23.2,70,46.9,15,53.2,56.3,101.2,47.8,2525.00,2017
21,Brooklyn Nets,23,9,14,1104,105.8,108,-2.2,58,1.44,16.4,25.7,74.5,49.6,15.3,51.3,55,103.85,47.8,2386.00,2017
21,Charlotte Hornets,22,9,13,1061,106,107.3,-1.3,54.2,1.49,15.3,27.9,75.9,51.8,13.8,49.5,53.9,98.85,50.1,2188.00,2017
21,Phoenix Suns,26,9,17,1253,102.8,110.4,-7.6,50.7,1.24,14.6,28,72.7,50.1,15.5,49.5,53.5,104.29,45.5,2721.00,2017
24,LA Clippers,22,8,14,1061,107.2,109.4,-2.2,53.5,1.3,15.4,29.2,70.6,49.7,15.9,51.5,55.5,97.56,47.4,2152.00,2017
24,Los Angeles Lakers,23,8,15,1114,101.4,104.6,-3.2,56.3,1.3,16.2,26.7,72.9,49.9,16.7,50.2,53.4,103.5,48.4,2399.00,2017
24,Memphis Grizzlies,23,8,15,1104,103.3,106.6,-3.3,59.3,1.5,16.8,23.4,72.3,47.9,14.9,50.4,54.7,94.87,48.7,2184.00,2017
27,Dallas Mavericks,24,7,17,1157,103.1,106,-3,58.2,1.55,16.5,22,76.1,48.1,14.2,50.7,54,97.39,46.8,2346.00,2017
27,Sacramento Kings,23,7,16,1104,99.9,110.2,-10.3,54.5,1.38,15.9,25.8,71.5,47.6,15.3,49,52,95.8,43.2,2202.00,2017
29,Atlanta Hawks,23,5,18,1104,103.8,109.7,-5.8,58.8,1.44,17,25.7,69.8,47.5,15.9,51.4,54.8,98.96,46.5,2275.00,2017
30,Chicago Bulls,22,3,19,1061,97.9,109.9,-12,61.1,1.55,16.7,24.7,77.4,49.2,14.7,47.5,50.4,97.18,42,2149.00,2017
1,Toronto Raptors,24,20,4,1162,114.6,106.5,8.1,57,1.67,17.9,28.4,70.5,50.7,14.7,55.9,59.3,101.08,55.2,2452.00,2018
2,Philadelphia 76ers,25,17,8,1220,109,106.9,2.1,65.7,1.66,18.4,26.5,73.9,51.4,15.2,52.5,57.1,102.96,53.7,2619.00,2018
3,Denver Nuggets,22,15,7,1061,111.3,103.8,7.5,63.5,1.87,18.7,32.1,75.1,53.4,14.3,52.3,55.5,98.6,54.5,2182.00,2018
3,Golden State Warriors,24,15,9,1162,113.9,109.7,4.2,63.8,1.85,19.5,27.2,71.9,51.1,14.7,55.6,59.4,100.79,54,2441.00,2018
3,LA Clippers,22,15,7,1071,112.6,107.8,4.8,53.2,1.57,16,26.8,71.1,50,13.6,52.6,57.5,102.66,52.6,2289.00,2018
3,Milwaukee Bucks,22,15,7,1066,115.6,106,9.7,61.2,1.78,18.9,26.7,76.8,53,14.6,56.7,59.7,103.99,55.8,2309.00,2018
7,Los Angeles Lakers,23,14,9,1109,108,106.2,1.8,55.4,1.49,16.8,27.3,72.3,50.4,15.4,53.2,56,104.03,51.1,2401.00,2018
7,Oklahoma City Thunder,21,14,7,1008,108,101.7,6.3,53.6,1.56,15.8,31.8,73.1,51.8,14,50.3,53.5,102.81,53.1,2159.00,2018
9,Boston Celtics,23,13,10,1114,107.2,103.1,4.1,61.9,1.84,17.9,26.1,74.4,50.2,13.4,51.7,54.9,100.22,52.8,2329.00,2018
9,Detroit Pistons,20,13,7,980,108.8,106.4,2.3,53.6,1.5,15.4,31.2,75.7,52.2,14,49.9,53.7,100.46,48.8,2051.00,2018
9,Indiana Pacers,23,13,10,1104,107.8,104,3.8,59.8,1.64,18.1,27.1,73.6,50.6,15.1,53.3,56.1,98.63,52.6,2266.00,2018
9,Memphis Grizzlies,22,13,9,1076,106.3,104.8,1.5,62.3,1.74,17.9,22.5,72.6,47.2,13.9,51.8,55.6,96.49,50.8,2161.00,2018
9,Portland Trail Blazers,23,13,10,1109,111.6,110.4,1.3,50.3,1.42,15.2,30,74.1,52.4,14.5,52,56.2,100.74,50,2327.00,2018
14,New Orleans Pelicans,24,12,12,1152,112.5,111.1,1.4,61.1,1.72,18.1,31.7,73.2,52.7,14.8,53,57,104.63,51.4,2513.00,2018
15,Charlotte Hornets,23,11,12,1114,111.8,108.5,3.2,57.8,1.93,17.4,26.6,72.8,49.5,12.3,52.7,56.4,101.3,51.2,2355.00,2018
15,Dallas Mavericks,21,11,10,1013,108.7,107.2,1.5,57.2,1.37,16.4,28.8,75.1,51.9,16.2,53,56.9,101.21,51.2,2140.00,2018
15,Houston Rockets,22,11,11,1066,112.3,111.9,0.4,55.2,1.47,16,29.2,69.3,48.5,14.8,53.5,56.9,97.15,48.2,2156.00,2018
15,Minnesota Timberwolves,23,11,12,1104,108,108.9,-0.9,57.8,1.69,16.6,29.1,69.6,49.2,13.5,50.1,54.4,101.61,50.2,2339.00,2018
15,Orlando Magic,23,11,12,1104,106.3,108.6,-2.3,64.9,1.92,19,24.8,72.4,48.2,13.7,51.6,54.7,99.57,49.5,2290.00,2018
15,Sacramento Kings,22,11,11,1056,108,110.5,-2.5,56.7,1.66,17.3,25.1,71.1,48.1,14.1,53.3,55.9,105.93,48.7,2329.00,2018
15,San Antonio Spurs,23,11,12,1114,109.6,112.4,-2.7,58.2,1.93,17.4,26.7,73.6,49.8,12.4,51,55.1,98.99,48.7,2296.00,2018
15,Utah Jazz,24,11,13,1152,105.1,107.8,-2.7,61.6,1.49,17.2,26.6,74.9,50.6,15.7,52,55.5,100.31,49.6,2412.00,2018
23,Miami Heat,22,9,13,1061,105.6,106.9,-1.2,56.3,1.39,15.6,30.3,72.3,50.7,15.4,49.9,53.3,101.99,48.6,2253.00,2018
23,Washington Wizards,23,9,14,1114,107,112.2,-5.1,57.9,1.66,16.8,24,68.1,45.9,13.6,51.7,55.6,103.48,47.7,2401.00,2018
25,Brooklyn Nets,24,8,16,1167,108.3,110.4,-2.1,57.2,1.5,16.3,29.8,70.1,49.3,14.9,51.1,54.6,99.54,47.2,2416.00,2018
25,New York Knicks,24,8,16,1167,106.6,111.8,-5.1,47.8,1.29,13.9,30,71.8,50.2,14.4,49.3,53.6,101.04,45,2453.00,2018
27,Atlanta Hawks,23,5,18,1104,100.8,110.4,-9.6,62.2,1.33,17,24.1,70.6,47,17.3,50.4,53.9,106.76,44.6,2451.00,2018
27,Chicago Bulls,24,5,19,1167,101.1,110.6,-9.5,57.5,1.45,16.4,21.6,71.9,47,14.9,49.8,53.5,100.89,44.6,2454.00,2018
29,Cleveland Cavaliers,22,4,18,1056,105.4,114,-8.6,49.9,1.33,14.6,30.3,73.4,50.7,14.8,49,53.1,97.43,44,2144.00,2018
29,Phoenix Suns,23,4,19,1109,102.1,112.4,-10.3,60,1.42,17.4,21.9,70.8,46.3,16.3,51.7,55,100.57,43.4,2320.00,2018
1,Los Angeles Lakers,22,19,3,1061,111.2,102.8,8.4,62,1.77,18.8,27.9,72.7,50.9,14.8,54.3,57.2,100.28,56.2,2222.00,2019
1,Milwaukee Bucks,22,19,3,1061,114.2,101.9,12.3,58,1.73,17.8,24.5,76.8,52.2,14,56.1,59,105.57,57.6,2332.00,2019
3,LA Clippers,22,16,6,1061,111.2,103.6,7.6,56.4,1.45,16.4,30.1,74,52.4,15.6,52.6,56.6,103.44,54,2285.00,2019
4,Boston Celtics,20,15,5,965,110,103.1,6.8,59.1,1.8,17,27.5,72.3,49.7,13,50.9,55,100.23,54.1,2015.00,2019
4,Dallas Mavericks,21,15,6,1013,116.6,108.2,8.3,58.5,1.89,17.4,28.5,73.2,51.2,12.8,54.3,58.1,100.62,54.1,2125.00,2019
4,Miami Heat,21,15,6,1018,109,104,5,63.3,1.37,17.9,27.9,75.2,52.6,17.9,55.1,58.8,100.67,53.9,2137.00,2019
4,Philadelphia 76ers,22,15,7,1061,107.5,103.2,4.2,64.5,1.56,18.5,28.5,78.4,53.5,16.5,53.1,56.5,100.7,54.3,2227.00,2019
4,Toronto Raptors,21,15,6,1018,110.4,103.4,7,64.1,1.69,18.4,24.9,69.5,48.7,15,53.8,57.7,101.21,54.4,2147.00,2019
9,Denver Nuggets,19,14,5,927,107.5,101.5,6,65,1.9,18.8,28.4,74.2,51.1,14,51,53.9,98.25,53.2,1897.00,2019
9,Houston Rockets,21,14,7,1018,113.5,108.4,5.1,54,1.4,15.4,28,72.9,50.3,14.8,53.2,57.8,105.29,50.9,2235.00,2019
9,Indiana Pacers,21,14,7,1018,109.4,104,5.5,58,1.77,17.9,27.8,74.5,51.5,14,52.7,55.9,99.39,53.2,2108.00,2019
12,Utah Jazz,22,12,10,1056,105,105,0,55.9,1.29,15.8,24,74.7,50.3,16.2,51.9,55.9,100.77,50.2,2215.00,2019
13,Brooklyn Nets,21,11,10,1018,108.7,109.4,-0.7,58.3,1.5,16.7,28.7,71.5,50.5,15.3,52.4,55.8,103.03,50,2184.00,2019
14,Minnesota Timberwolves,20,10,10,975,107,107.9,-0.9,58.8,1.52,16.4,27.3,72.8,50,14.7,50.7,54.7,104.69,49.9,2126.00,2019
14,Orlando Magic,21,10,11,1008,104.9,105.1,-0.3,58.9,1.63,16.7,27.5,75.6,50.9,13.9,49.2,53.1,98.52,50.4,2073.00,2019
14,Phoenix Suns,21,10,11,1018,111.4,109.9,1.5,68.3,1.98,19.6,24.2,72.8,48.1,13.7,53.6,57.8,102.77,51.1,2178.00,2019
17,Charlotte Hornets,23,9,14,1109,106,113.5,-7.4,62.5,1.54,17.7,26.5,71.5,48.3,15.8,52.2,55.1,98.99,45,2287.00,2019
17,Portland Trail Blazers,22,9,13,1061,110,111.2,-1.2,48.7,1.48,14.9,25.8,70.8,48.9,13.3,52.2,56,102.74,48.2,2270.00,2019
19,Chicago Bulls,22,8,14,1056,103.5,106.7,-3.2,60,1.46,16.4,26.5,71.7,48.1,15.3,49.4,53.2,102.7,46.4,2260.00,2019
19,Detroit Pistons,22,8,14,1056,110.2,110.1,0.2,63.7,1.56,18.6,27.4,72.5,50.4,16.5,54.7,57.7,98.77,49.8,2171.00,2019
19,Oklahoma City Thunder,20,8,12,965,106.6,107.5,-0.9,56.9,1.52,16.7,21.5,72.8,47.9,14.5,52.5,56.6,100.08,50.3,2010.00,2019
19,Sacramento Kings,20,8,12,965,106.3,110,-3.7,58.9,1.45,17,26.9,73.1,49.1,16,51.8,55.1,98.31,46.5,1974.00,2019
19,San Antonio Spurs,22,8,14,1066,109.5,113.1,-3.6,58.1,1.8,17.6,25.7,75,50.2,13.3,51.7,55.5,101.4,48.6,2249.00,2019
24,Washington Wizards,20,7,13,960,112.6,115.7,-3.1,62.9,1.96,19.3,25.4,71.9,47.8,13.7,54.5,57.7,105.68,47.8,2112.00,2019
25,Memphis Grizzlies,21,6,15,1013,104.5,111.7,-7.2,64.1,1.65,18.4,26.5,73,49.4,15.5,50.8,54,103.58,46.7,2181.00,2019
25,New Orleans Pelicans,22,6,16,1066,108.7,113.9,-5.2,59.6,1.54,17.3,26.8,72.2,49,15.4,53.5,56.3,104.22,46.7,2317.00,2019
27,Atlanta Hawks,22,5,17,1066,104.6,114,-9.4,57.9,1.32,16.5,29.3,68.6,48.7,17.1,51,54.5,102.33,44.9,2272.00,2019
27,Cleveland Cavaliers,20,5,15,960,104.7,113.5,-8.8,53.5,1.35,15.2,27.5,72.6,49.4,15.2,49.8,53.7,99.4,44.7,1989.00,2019
29,Golden State Warriors,23,4,19,1109,103.6,113.8,-10.2,62.4,1.62,17.1,28.1,70.9,48.9,14.5,48.2,53,100.57,46,2329.00,2019
29,New York Knicks,22,4,18,1056,102,113,-10.9,54.4,1.31,14.8,29.1,72.8,49.7,15.3,48.4,51.6,98.5,42.2,2167.00,2019
1,LA Clippers,23,17,6,1104,117.3,109.5,7.8,59.1,1.85,18.2,26.1,75.6,51.4,13.5,57,60.6,97.96,53.6,2255.00,2020
2,Los Angeles Lakers,22,16,6,1056,112.5,104.8,7.8,58.7,1.68,17.9,27.3,75.2,51.9,14.7,54.7,57.8,99.32,54.1,2185.00,2020
2,Philadelphia 76ers,22,16,6,1061,111.3,106.9,4.5,57,1.48,16.9,28.6,73.1,51.7,15.6,54,57.9,102.08,53.2,2254.00,2020
2,Utah Jazz,21,16,5,1008,115,107.6,7.4,58.7,1.62,17.3,30,75.3,53.3,14.8,55.7,58.7,98.83,53.7,2078.00,2020
5,Brooklyn Nets,23,14,9,1124,117.1,113,4.1,61.1,1.77,19,24,72.2,50,14.6,58.4,62,102.47,53.2,2401.00,2020
6,Milwaukee Bucks,21,13,8,1008,118.6,109.6,9,60.4,1.91,19,28.4,75.1,52.4,14,57.5,59.8,102.19,54.6,2142.00,2020
7,Denver Nuggets,20,12,8,985,115.8,110.9,4.9,62.7,1.91,19.1,30.2,75.4,52.6,14.2,55.6,58.7,98.14,52.8,2014.00,2020
7,Indiana Pacers,22,12,10,1066,112.1,110.4,1.7,62.4,1.89,19.1,24.8,72.4,48.9,13.9,55.1,58.1,100.68,50.9,2236.00,2020
7,San Antonio Spurs,22,12,10,1061,109.5,110.5,-1,60.2,2.3,18.2,23.9,75.3,48.8,10.8,51.5,54.8,101.02,49.8,2235.00,2020
10,Boston Celtics,20,11,9,960,111.7,109.2,2.5,54.4,1.51,16.6,29.2,73.5,51.1,15,54,57,100.05,50.8,1998.00,2020
10,Golden State Warriors,21,11,10,1008,108.2,109.1,-1,66,1.85,18.8,22.9,71.2,47.2,13.9,52.7,56.3,103.69,50.1,2177.00,2020
10,Phoenix Suns,20,11,9,980,109.7,108.4,1.4,63.9,1.89,18.8,23.7,75.4,49.7,13.6,53.6,57.2,98.01,51,2003.00,2020
10,Portland Trail Blazers,20,11,9,965,114.1,116,-1.9,50.7,1.82,15.3,26.5,74.1,49.1,11.3,52.9,56.7,100.48,47.2,2022.00,2020
14,Atlanta Hawks,21,10,11,1018,111,109.3,1.7,61.6,1.65,17.4,29.9,73.2,51.8,14.6,52,56.6,100.36,50.8,2132.00,2020
14,Charlotte Hornets,22,10,12,1061,109.3,110,-0.8,71.8,1.91,20.1,27.4,71.1,48.9,14.9,52.9,56.1,99.91,49.5,2207.00,2020
14,Cleveland Cavaliers,22,10,12,1076,104,108.8,-4.9,59.1,1.46,16.9,29.4,71.9,50.1,15.9,50.4,53.4,97.99,47.9,2195.00,2020
14,Houston Rockets,20,10,10,965,108.3,106,2.3,58,1.47,17,23.4,71.9,48.1,15.4,53.6,56.8,102.19,50.6,2051.00,2020
14,New York Knicks,23,10,13,1104,106.6,108,-1.5,55.1,1.51,16,27.7,73.1,50.8,14.4,50.2,53.9,96.24,48.8,2210.00,2020
14,Sacramento Kings,21,10,11,1013,112,117.2,-5.2,61.2,1.76,18.2,27.2,72.3,49.6,14.3,54.5,57.5,100.83,47.4,2128.00,2020
20,Dallas Mavericks,22,9,13,1061,109.6,111.1,-1.5,55.6,1.8,16.7,23.1,72.1,47.6,12.4,52.5,56.1,99.33,49.3,2194.00,2020
20,Memphis Grizzlies,16,9,7,773,108.8,107.5,1.2,65.7,1.99,19.6,28.3,73.2,50.4,14,52.3,55.1,100.69,51.1,1622.00,2020
20,Oklahoma City Thunder,20,9,11,965,104.5,111.5,-7,56.7,1.52,16.5,20.4,74.2,47.8,14.3,52.6,55.5,101.84,46.7,2049.00,2020
20,Toronto Raptors,21,9,12,1008,111.5,110,1.6,63.4,1.72,17.9,27.5,72.3,49.2,14.4,53.2,57,100.19,49.4,2105.00,2020
24,Chicago Bulls,20,8,12,965,110.1,113,-2.9,62,1.52,18.3,26.1,75.6,51.2,16.5,55.4,58.8,103.39,49.7,2084.00,2020
24,New Orleans Pelicans,20,8,12,965,110.7,112.4,-1.7,58,1.6,17.1,30,75.5,52.4,14.8,52.9,56.1,99.68,49.3,2007.00,2020
24,Orlando Magic,22,8,14,1061,105,111.9,-6.9,57.9,1.63,16.4,27.8,75.5,50.4,13.8,49,52.6,99.35,46,2197.00,2020
27,Miami Heat,21,7,14,1018,105.7,111.2,-5.5,66.9,1.5,18.8,22.3,72.3,48.4,17,54.5,57.9,99.7,48.5,2116.00,2020
28,Detroit Pistons,21,5,16,1028,107.4,111.6,-4.2,62.1,1.59,17,28.2,72.4,49.2,14.7,50.1,54.4,98.94,46.5,2115.00,2020
28,Minnesota Timberwolves,21,5,16,1013,104,112.3,-8.3,59.7,1.64,16.9,26.4,70.1,47.4,14.1,49.8,53.1,101.99,44.7,2148.00,2020
28,Washington Wizards,18,5,13,864,111.2,115.9,-4.7,60.5,1.87,17.9,24.7,74.9,48.8,13.1,53.2,56.8,104.53,47.2,1882.00,2020
